# Titles of the Catalog of Hittite Texts (CTH), one line per catalogue entry.
# S. Košak – G.G.W. Müller – S. Görke – Ch.W. Steitler, 2001–2026, Hethitologie-Portal Mainz.
# Licensed CC BY-SA 4.0, https://creativecommons.org/licenses/by-sa/4.0/ – see CTH-TITLES-TERMS.txt.
# Written by `cargo run --locked --release -p aruna --example cth_titles`; do not edit by hand.
# source: https://hethport.net/CTH/index.php?lang=EN
# fetched: 2026-09-22 04:54:05 UTC
# sha256: 31310a4e8dcd81140fa33f3a89bb820d05d48ca3c591c5fd4e74ef453ff2db86
# entries: 837
CTH 452	title	Fragments of substitution rituals
CTH 453	title	Fragments of rituals against witchcraft
CTH 454	unassigned	
CTH 455	title	Human sacrifice in a ritual
CTH 456	title	Fragments of purification rituals
CTH 457	title	Fragments of incantations and myths
CTH 458	title	Fragments of incantations
CTH 459	title	Fragments of mugawar
CTH 460	title	Lists of magical substances
CTH 461	title	Medical texts
CTH 462	unassigned	
CTH 463	title	Ritual of Ambazzi against bad omens
CTH 464	unassigned	
CTH 465	unassigned	
CTH 466	unassigned	
CTH 467	unassigned	
CTH 468	unassigned	
CTH 469	unassigned	
CTH 470	title	Ritual fragments
CTH 471	title	Ritual of Ammiḫatna of Kizzuwatna against impurity
CTH 472	title	Ritual of Ammiḫatna, Tulpi and Mati against impurity
CTH 473	title	Fragments of Ammihatna, Tulpi and Mati
CTH 474	title	Ritual of Kuwanni
CTH 475	title	Ritual of Pilliya, king of Kizzuwatna
CTH 476	title	Birth ritual of Papanegri
CTH 477	title	Birth rituals
CTH 478	unassigned	
CTH 479	title	Ritual of Kizzuwatna
CTH 480	title	Ritual of Šamuḫa
CTH 481	title	Expansion of the cult of the goddess of the night
CTH 482	title	Reform of the cult of the goddess of the night of Šamuḫa by Muršili II
CTH 483	title	Evocation rituals
CTH 484	title	Evocation rituals for DINGIR.MAḪ and Gulšeš
CTH 485	title	Evocation rituals for Teššup, Ḫebat and Šarruma
CTH 486	title	Aphasia of Muršili II
CTH 487	title	Rituals referring to Išḫara
CTH 488	title	Ritual referring to Ḫamrišḫara
CTH 489	title	Ritual “When a woman conceives”
CTH 490	title	Ritual of Aštu, the Hurrian
CTH 491	title	Purification rituals
CTH 492	title	Ritual “When a man settles in an uninhabited place”
CTH 493	title	Ritual of swearing an oath
CTH 494	title	Ritual of the queen and her sons for the goddess NIN.GAL
CTH 495	title	Purification rituals
CTH 496	title	Ritual of Walkui
CTH 497	unassigned	
CTH 498	unassigned	
CTH 499	unassigned	
CTH 500	title	Fragments of Kizzuwatnaean festival and magical rituals
CTH 501	title	unassigned (formerly “Inventory of Tarammeka, Kunkuniya, Wiyanawanta”; see CTH 526–530)
CTH 502	title	unassigned (formerly “Inventory of Tiliura and other locations”; see CTH 526–530)
CTH 503	title	unassigned (formerly “Inventory of the seal house (É.<sup>NA₄</sup>KIŠIB)”; see CTH 526–530)
CTH 504	title	unassigned (formerly “Inventory of Manninni”; see CTH 526–530)
CTH 505	title	unassigned (formerly “Cult inventory of the gods of Wiyanawanta, Mammananta, etc.”; see CTH 526–530)
CTH 506	title	unassigned (formerly “Cult inventory of the gods of Takkupša, Ḫawarkina etc.”; see CTH 526–530)
CTH 507	title	unassigned (formerly “Cult inventory of Mt. Ḫalalazipa”; see CTH 526–530)
CTH 508	title	unassigned (formerly “Cult inventory of Mt. Ziwana”; see CTH 526–530)
CTH 509	title	unassigned (formerly “Cult inventories of Storm-gods”; see CTH 526–530)
CTH 510	title	unassigned (formerly “Cult inventories of local festivals”; see CTH 526–530)
CTH 511	title	unassigned (formerly “List of Stelae (<sup>NA₄</sup>ZI.KIN)”; see CTH 526–530)
CTH 512	title	unassigned (formerly “Furnishings of the Sun-goddess of Arinna”; see CTH 526–530)
CTH 513	title	unassigned (formerly “Inventory of metal objects with the name of Muršili II”; see CTH 526–530)
CTH 514	title	unassigned (formerly “Description of the deity Pirwa”; see CTH 526–530)
CTH 515	title	unassigned (formerly “Description of the goddess Titiwatti/Tittiutti”; see CTH 526–530)
CTH 516	title	unassigned (formerly “Description of Šulinkatte, god of Tamarmara”; see CTH 526–530)
CTH 517	title	unassigned (formerly “Protective deity of Karaḫna”; see CTH 526–530)
CTH 518	title	unassigned (formerly “Cult of Pirwa: inventory”; see CTH 526–530)
CTH 519	title	unassigned (formerly “Goddess of the Night of Parnašša”; see CTH 526–530)
CTH 520	title	unassigned (formerly “Goddess MUNUS.LUGAL”; see CTH 526–530)
CTH 521	title	unassigned (formerly “Descriptions of images of deities”; see CTH 526–530)
CTH 522	title	unassigned (formerly “Fragments of descriptions of images of deities and various objects”; see CTH 526–530)
CTH 523	title	Provisions (melqētu) for local festivals
CTH 524	title	unassigned (formerly “Cult of Nerik”; see CTH 526–530)
CTH 525	title	unassigned (formerly “Inventory of sanctuaries by Tudḫaliya IV”; see CTH 526–530)
CTH 526	title	Cult inventories with descriptions of festivals and cult images
CTH 527	title	Cult inventories with descriptions of cult images
CTH 528	title	Cult inventories with descriptions of festivals
CTH 529	title	Cult inventories without descriptions of festivals or cult images
CTH 530	title	Fragments of cult inventories without descriptions of festivals or cult images
CTH 531	title	Hittite introduction to Enūma Anu Enlil
CTH 532	title	Lunar eclipse (.I Akkadian, .II Hittite)
CTH 533	title	Lunar omens
CTH 534	title	Solar omens (.I Akkadian, .II Hittite)
CTH 535	title	Astral omens
CTH 536	title	Terrestrial omens (series šumma ālu)
CTH 537	title	Medical omens (.I Akkadian, .II Hittite)
CTH 538	title	Birth omens (šumma izbu) (.I Akkadian, .II Hittite)
CTH 539	title	Series “If an omen”
CTH 540	title	Series “If a woman gives birth” (.I Akkadian, .II Hittite)
CTH 541	title	Earthquake omens
CTH 542	title	Oil omens
CTH 543	title	Physiognomic omens
CTH 544	title	Animal omens
CTH 545	title	Birth omens (.I Akkadian, .II Hittite)
CTH 546	title	Hemerologies
CTH 547	title	Liver models (.I Akkadian, .II Akkadian and Hittite)
CTH 548	title	Gall bladder omens (ZÉ, martu)
CTH 549	title	Liver omens: “position” (KI.GUB) (.a Akkadian, b. Akkadian-Hittite, c. Hittite)
CTH 550	title	Liver omens: “yoke” (nīru)
CTH 551	title	Entrail omens: coils of the instestines (tīrānu)
CTH 552	title	Kidney omens (kallītu)
CTH 553	title	Liver omens: “well-being” (šulmu)
CTH 554	title	Liver omens: “weapon” (kakku)
CTH 555	title	Liver omens: “palace gate” (bāb ekalli)
CTH 556	title	Fragments of Akkadian liver omens
CTH 557	title	Hittite ornithomantic instructions
CTH 558	title	Dream omens
CTH 559	title	šumma immeru
CTH 560	title	Fragments of Hittite and Akkadian omens (.I Akkadian, .II Hittite)
CTH 561	title	Oracles concerning the king's campaigns in the Kaška region
CTH 562	title	Oracle itineraries in the Kaška region
CTH 563	title	Oracles concerning the overwintering of the king
CTH 564	title	Oracles concerning the festivals of the god of Aleppo
CTH 565	title	Oracles concerning the cult of the deity Pirwa
CTH 566	title	Oracles concerning the cult of the deity of Arušna
CTH 567	title	Oracles concerning the cult of Ištar of Nineveh
CTH 568	title	Oracles concerning the celebration of various festivals
CTH 569	title	Oracles concerning Arma-Tarḫunta und Šaušgatti
CTH 570	title	Liver (SU) oracles
CTH 571	title	Liver (SU) oracles with unabbreviated terms
CTH 572	title	Lot (KIN) oracles
CTH 573	title	Bird (MUŠEN) oracles
CTH 574	title	MUŠEN ḪURRI oracles
CTH 575	title	Snake oracles
CTH 576	title	Sheep behaviour and SU oracles
CTH 577	title	Combined oracles I: SU, KIN, MUŠEN and/or MUŠEN ḪURRI
CTH 578	title	Combined oracles II: SU and KIN
CTH 579	title	Combined oracles III: SU, MUŠEN and/or MUŠEN ḪURRI
CTH 580	title	Combined oracles IV: KIN, MUŠEN and/or MUŠEN ḪURRI
CTH 581	title	Letters about oracles
CTH 582	title	Oracle fragments
CTH 583	title	Dreams of the king
CTH 584	title	Dreams of the queen
CTH 585	title	Vow of Puduḫepa
CTH 586	title	Donation of fields and personnel
CTH 587	unassigned	
CTH 588	unassigned	
CTH 589	unassigned	
CTH 590	title	Fragments of dream and vow texts
CTH 591	title	Festival of the Month
CTH 592	title	Spring and Autumn festival in Zippalanda
CTH 593	title	Spring festival on Mt. Tapala
CTH 594	title	Spring festival at Tippuwa
CTH 595	title	Spring festival fragments
CTH 596	title	Autumn festival fragments
CTH 597	title	Winter festival
CTH 598	title	Winter festival for the Sun-goddess of Arinna
CTH 599	title	Journey of the sacred hunting bag in winter
CTH 600	title	New year's festival
CTH 601	unassigned	
CTH 602	unassigned	
CTH 603	unassigned	
CTH 604	title	AN.DAḪ.ŠUM<sup>SAR</sup>, outline tablets
CTH 605	title	AN.DAḪ.ŠUM<sup>SAR</sup>, day 1
CTH 606	title	AN.DAḪ.ŠUM<sup>SAR</sup>, day 2
CTH 607	title	unassigned (formerly “AN.DAḪ.ŠUM<sup>SAR</sup>, day 6”; see CTH 625)
CTH 608	title	AN.DAḪ.ŠUM<sup>SAR</sup>, days 7–8
CTH 609	title	AN.DAḪ.ŠUM<sup>SAR</sup>, day 11
CTH 610	title	AN.DAḪ.ŠUM<sup>SAR</sup>, days 12–13: temple of Ziparwa
CTH 611	title	AN.DAḪ.ŠUM<sup>SAR</sup>, days 14–15: for the Sun-goddess of the earth
CTH 612	title	AN.DAḪ.ŠUM<sup>SAR</sup>, day 16: temple of Zababa
CTH 613	title	AN.DAḪ.ŠUM<sup>SAR</sup>, days 18–19: for the Storm-god of lightning
CTH 614	title	AN.DAḪ.ŠUM<sup>SAR</sup>, day 21?: for the deity IB/URAŠ
CTH 615	title	AN.DAḪ.ŠUM<sup>SAR</sup>, days 22–25: for Ištar of Ḫattarina
CTH 616	title	AN.DAḪ.ŠUM<sup>SAR</sup>, day 29: for Ea and his circle
CTH 617	title	AN.DAḪ.ŠUM<sup>SAR</sup>, day 32: for the protective deity of Tauriša
CTH 618	title	AN.DAḪ.ŠUM<sup>SAR</sup>, day 33–34: on Mt. Puškurunuwa
CTH 619	title	AN.DAḪ.ŠUM<sup>SAR</sup>, day 38: rain festival
CTH 620	title	AN.DAḪ.ŠUM<sup>SAR</sup> in Ankuwa for the goddess Kataḫḫa
CTH 621	title	unassigned (formerly “AN.DAḪ.ŠUM<sup>SAR</sup>, ‘first tablet’”; see CTH 608)
CTH 622	unassigned	
CTH 623	unassigned	
CTH 624	unassigned	
CTH 625	title	Fragments of the AN.DAḪ.ŠUM<sup>SAR</sup> festival
CTH 626	title	Festival of haste (EZEN₄ nuntarriyašḫaš)
CTH 627	title	KI.LAM festival
CTH 628	title	(ḫ)išuwa- festival
CTH 629	title	Regular festival (EZEN₄ SAG.UŠ)
CTH 630	title	Moon and thunder festival
CTH 631	title	Thunder festival
CTH 632	title	Festival for the ancestors(?)
CTH 633	title	Festival of the investiture of royal successor (EZEN₄ ḫaššumaš)
CTH 634	title	Great festival of Arinna
CTH 635	title	Fragments of festivals of Zippalanda and Mt. Daḫa
CTH 636	title	Festival of Šarišša
CTH 637	title	Festival for the God of Ḫiššašḫapa
CTH 638	title	Festivals for Telipinu
CTH 639	title	Fragments of the festival for Titiwatti
CTH 640	title	Fragments of festivals for Luwian deities
CTH 641	title	Cult of Išḫara
CTH 642	title	Festival fragments referring to the vegetation god Zinkuruwa
CTH 643	title	Festival fragments referring to the god Ziparwa
CTH 644	title	Festival or ritual fragments referring to Pirinkir
CTH 645	title	Fragments of festivals for the netherworld deities
CTH 646	title	Fragments of festivals celebrated by the queen
CTH 647	title	Festivals celebrated by the Prince (DUMU.LUGAL bzw. DUMU-aš)
CTH 648	title	Festival fragments referring to competitions
CTH 649	title	Festival fragments referring to a NIN.DINGIR priestess
CTH 650	title	Festival fragments referring to the zintuḫi- women
CTH 651	title	Festival fragments referring to the ḫazgarai women
CTH 652	title	Festival fragments referring to the “Man of the Storm-god” (LÚ <sup>D</sup>10)
CTH 653	title	Festival fragments referring to the “dog-men” (<sup>LÚ.MEŠ</sup>UR.GI7)
CTH 654	title	unassigned (formerly “Festival fragments referring to the people of Kuruštama”; see CTH 668)
CTH 655	title	Festival fragments referring to the king Ḫantili
CTH 656	title	Various festivals: songs in Hattian, Hurrian, Hittite etc.
CTH 657	title	Cultic Trip from Ḫattuša to Ankuwa
CTH 658	title	Cult restoration?
CTH 659	title	Fragments of an enthronement festival
CTH 660	title	Offerings to royal images
CTH 661	title	Royal lists
CTH 662	title	Offerings from settlements for local cults
CTH 663	title	Offerings with deity names at the beginning of the line
CTH 664	title	Fragments of divine lists (festivals?)
CTH 665	title	Festival fragments referring to the ašuša(tal)la- men -
CTH 666	title	Texts from the cult of Arinna
CTH 667	title	Texts from the cult of Zalpuwa
CTH 668	title	Texts from the cult of Ḫanḫana
CTH 669	title	Larger festival fragments
CTH 670	title	Festival fragments
CTH 671	title	Offering and prayer to the Storm-god of Nerik
CTH 672	title	Monthly festival at Nerik
CTH 673	title	unassigned (formerly “Tablet of forgiveness of the deities of Nerik”)
CTH 674	title	Fragments of the purulliya- festival of Nerik
CTH 675	title	Fragments of the festival in the ḫešta- house
CTH 676	title	Fragments of a purification ritual in Nerik
CTH 677	title	Ration lists (tarnatt-)
CTH 678	title	Festival fragments concerning the cult of Nerik
CTH 679	title	Festival of the journey to Nerik
CTH 680	unassigned	
CTH 681	title	Festivals of Karaḫna
CTH 682	title	Festival for the protective deities
CTH 683	title	Renewal of the hunting bag for the protective deities
CTH 684	title	Festival for the protective deities of the river
CTH 685	title	Fragments of festivals for the protective deities
CTH 686	unassigned	
CTH 687	unassigned	
CTH 688	unassigned	
CTH 689	unassigned	
CTH 690	title	List of festivals for Ḫuwaššanna
CTH 691	title	The witašš(iy)aš festival
CTH 692	title	Fragments of the witašš(iy)aš festival
CTH 693	title	The šaḫḫan festival
CTH 694	title	Fragments of festivals for Ḫuwaššanna
CTH 695	unassigned	
CTH 696	unassigned	
CTH 697	unassigned	
CTH 698	title	Cults of Teššup and Ḫebat of Aleppo
CTH 699	title	Festival for Teššup and Ḫebat of Lawazantiya
CTH 700	title	Enthronement ritual for Teššup and Ḫebat
CTH 701	title	Drink offering for the throne of Ḫebat
CTH 702	title	Ritual after the renewal of a temple of Ḫebat
CTH 703	title	Rituals of Muwalanni, priest of Kummanni, for Teššup of Manuziya
CTH 704	title	Lists of Hurrian Gods in festivals
CTH 705	title	Lists of Hurrian Gods in festivals
CTH 706	title	Fragments of festivals for Teššup and Ḫebat
CTH 707	unassigned	
CTH 708	unassigned	
CTH 709	title	šatlašša Festival
CTH 710	unassigned	
CTH 711	title	Autumn festival for Ištar of Šamuḫa
CTH 712	title	Festival for Ištar of Šamuḫa
CTH 713	title	Ritual for Ištar of Tamininga
CTH 714	title	Festival for Ištar of Nineveh
CTH 715	title	Winter festival for Ištar of Nineveh
CTH 716	title	Ritual for Ištar of Nineveh
CTH 717	title	Ritual and hymn to Ištar
CTH 718	title	Ritual for Ištar-Pirinkir with recitations in Babylonian (pabilili)
CTH 719	title	Festival for Ištar, Ḫu(r)dumana, Aruna
CTH 720	title	Fragments of festivals for Ištar
CTH 721	title	Festival for Ištar of Mt. Amana
CTH 722	title	Ritual for the Great Sea and the tarmana- Sea
CTH 723	unassigned	
CTH 724	unassigned	
CTH 725	title	Hattian-Hittite ritual for the consecration of a temple
CTH 726	title	Hattian-Hittite foundation ritual
CTH 727	title	Hattian-Hittite myth: “The moon that fell from heaven”
CTH 728	title	Hattian-Hittite incantation referring to priests
CTH 729	title	Hattian-Hittite sheep incantation
CTH 730	title	Hattian incantations of the moon and wind
CTH 731	title	Hattian-Hittite fragments
CTH 732	title	Ritual of Ḫutuši on a campaign
CTH 733	title	Invocations of Hattian deities: language of gods, language of men
CTH 734	title	Fragments of Hattian rituals or incantations
CTH 735	title	Hattian prayers or incantations
CTH 736	title	Song of the zintuḫi-women for the Sun-goddess
CTH 737	title	Festivals of Nerik (with Hattian recitations)
CTH 738	title	Festival for the goddess Tetešḫapi
CTH 739	title	Festivals of the city of Tuḫumiyara
CTH 740	title	Hattian litanies
CTH 741	title	Hattian songs of the women of Tiššaruliya
CTH 742	title	Hattian songs (SÌR)
CTH 743	title	Hattian antiphonal songs
CTH 744	title	Festival fragments with Hattian recitations
CTH 745	title	Hattian fragments
CTH 746	title	Hattian strophic songs
CTH 747	unassigned	
CTH 748	unassigned	
CTH 749	unassigned	
CTH 750	title	Festivals for Ziparwa
CTH 751	title	Festival for the Palaic pantheon – bread-, meat- and drink-offerings in Palaic
CTH 752	title	Festival for the Palaic pantheon – ritual for the disappearing and returning deity
CTH 753	title	Festival with Palaic recitations
CTH 754	title	Palaic fragments
CTH 755	unassigned	
CTH 756	title	mugawar for the Storm-god of Zippalanda
CTH 757	title	Ritual of Zarpiya from Kizzuwatna against pest
CTH 758	title	Ritual of Puriyanni against impurity of a house
CTH 759	title	dupaduparša- ritual
CTH 760	title	The great ritual (šalli aniur) and dupaduparša- ritual
CTH 761	title	The great ritual (šalli aniur)
CTH 762	title	The great ritual (šalli aniur) and ḫalliyattanza- ritual
CTH 763	title	Ritual fragments of the Kuwattalla Tradition
CTH 764	title	Hittite-Luwian conjurations mentioning the divine triad of Tauriša
CTH 765	title	Hittite-Luwian conjurations against disease
CTH 766	title	Hittite-Luwian conjurations for parents and their child
CTH 767	title	Hittite-Luwian ritual fragments
CTH 768	title	Luwian mythological fragments
CTH 769	title	Luwian letter fragment
CTH 770	title	Luwian ritual fragments
CTH 771	title	Tablet of Lallupiya (with Luwianisms)
CTH 772	title	Festival(ritual)s of Ištanuwa
CTH 773	title	Songs of Ištanuwa
CTH 774	title	Hurrian omens
CTH 775	title	Historical-mythological Hurrian texts
CTH 776	title	Mythological texts
CTH 777	title	Washing of the mouth ritual (itkaḫi-, itkalzi-) -
CTH 778	title	Fragments of the washing of the mouth ritual referring to Tašmišarri and Taduḫepa
CTH 779	title	Ritual of Ummaya
CTH 780	title	Ritual of Allaituraḫḫi
CTH 781	title	Fragments of the ritual of Allaituraḫḫi
CTH 782	title	Ritual of the goddess Išḫara against perjury
CTH 783	title	Medical ritual of Zelliya
CTH 784	title	Hurrian ritual for the royal couple
CTH 785	title	Ritual for Mt. Ḫazzi
CTH 786	title	Hurrian deity lists
CTH 787	title	Hurrian offering lists
CTH 788	title	Ritual of Šalašu
CTH 789	title	Song of release
CTH 790	title	Fragments of Hittite-Hurrian rituals and incantations
CTH 791	title	Hurrian fragments
CTH 792	title	Akkadian hymn to Šamaš
CTH 793	title	Incantation of Šamaš
CTH 794	title	Sumerian-Akkadian Hymn and Prayer
CTH 795	title	Fragments of Akkadian hymns
CTH 796	title	Akkadian mythological narrative?
CTH 797	unassigned	
CTH 798	unassigned	
CTH 799	unassigned	
CTH 800	title	Sumerian incantations
CTH 801	title	Sumerian-Akkadian incantations
CTH 802	title	Ritual against impotence (type ŠÀ.ZI.GA)
CTH 803	title	Akkadian incantation (šumma amīlu kašip)
CTH 804	title	Akkadian incantation ana pišerti kišpī
CTH 805	title	Sumerian-Akkadian incantation UDUG.ḪUL.A.MEŠ
CTH 806	title	Incantations referring to AŠAR.LÚ.ḪI
CTH 807	title	Akkadian prism fragments
CTH 808	title	Akkadian medical texts with Hittite and Luwian glosses
CTH 809	title	Akkadian recipes against diseases of the eyes
CTH 810	title	Akkadian incantation “the Moon-god and the cow”
CTH 811	title	Akkadian recipes against fever
CTH 812	title	Akkadian incantations
CTH 813	title	Akkadian fragments
CTH 814	title	Akkadian wisdom texts
CTH 815	title	Akkadian list of seeds
CTH 816	title	Akkadian list of soldiers
CTH 817	title	Akkadian list of eponyms (līmu)
CTH 818	title	Akkadian list of prisoners
CTH 819	title	Akkadian fragments
CTH 820	title	Benedictions for Labarna
CTH 821	title	Kingship and divine authority
CTH 822	title	̣Narrative of the merchants
CTH 823	title	Fire ordeal
CTH 824	title	Itinerary fragments
CTH 825	title	Colophons
CTH 826	title	Tablet label: invocation in defective Hittite
CTH 827	title	Oracles in archaic language
CTH 828	title	Oracle inquiries
CTH 829	unassigned	
CTH 830	unassigned	
CTH 831	title	Fragments in an unknown or unidentifiable language
CTH 832	title	Hittite fragments with diverse content
CTH 833	title	Old Assyrian, primarily from kārum Ḫattuš
CTH 834	title	Offering provisions, pupil’s tablet?
CTH 835	title	Musical notation from Ugarit
CTH 999	title	Sammeltafeln
CTH 1001	title	Egyptian inscription
